item_id,title,abstract,publication_year,reviewer_1_decision,reviewer_2_decision,adjudicated_decision,exclusion_reason,comments
screen-064,AI-Powered Zero Trust Security for Next Generation Networks in Cameroun and Kenya.,"The deployment of Next Generation Networks (NGNs) across Africa is accelerating digital connectivity and economic growth. However, this transformation is accompanied by escalating cybersecurity risks that challenge the effectiveness of traditional perimeter-based security architectures. This paper presents an Artificial Intelligence (AI)-driven Zero Trust Security (ZTS) framework specifically designed for NGN environments within the African context. Rooted in the ""never trust, always verify"" principle, the proposed framework leverages machine learning and behavioral analytics to enable continuous authentication, dynamic access control, and real-time threat mitigation. The integration of AI enhances the system’s ability to detect anomalous activities, respond to zero-day attacks, and adapt security policies based on contextual awareness. Recognizing Africa’s unique challenges—including infrastructural constraints, diverse regulatory landscapes, and limited skilled cybersecurity personnel, the model emphasizes scalability, automation, and cost-efficiency. Simulations and case studies demonstrate the proposed solution’s effectiveness in mitigating insider threats, lateral movement, and advanced persistent threats (APTs) within NGN infrastructures. The findings suggest that AI-powered ZTS can serve as a foundational cybersecurity strategy for building resilient, intelligent, and secure digital ecosystems in Africa.

Index Terms: Artificial Intelligence (AI), Zero Trust Security (ZTS), Next Generation Networks (NGN), Cybersecurity, Network Access Control, Behavioral Analytics, Advanced Persistent Threats (APTs), African Telecommunications, Context-Aware Security, Dynamic Threat Detection, Identity and Access Management (IAM), Digital Infrastructure Security, Policy-Based Security.",2025,,,,,
screen-065,Smells and Refactorings for Microservices Security: A Multivocal Literature Review,"Context: Securing microservice-based applications is crucial, as many IT companies are delivering their businesses through microservices. If security smells affect microservice-based applications, they can possibly suffer from security leaks and need to be refactored to mitigate the effects of security smells therein. Objective: As the currently available knowledge on securing microservices is scattered across different pieces of white and grey literature, our objective here is to distill well-known smells for securing microservices, together with the refactorings enabling to mitigate the effects of such smells. Method: To capture the state of the art and practice in securing microservices, we conducted a multivocal review of the existing white and grey literature on the topic. We systematically analyzed 58 studies published from 2014 until the end of 2020. Results: Ten bad smells for securing microservices are identified, which we organized in a taxonomy, associating each smell with the security properties it may violate and the refactorings enabling to mitigate its effects. Conclusions: The security smells and the corresponding refactorings have pragmatic value for practitioners, who can exploit them in their daily work on securing microservices. They also serve as a starting point for researchers wishing to establish new research directions on securing microservices.",2021,,,,,
screen-066,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,"In this review, we propose a cybersecurity framework aimed at enhancing fraud detection in financial systems by leveraging artificial intelligence (AI), microservices, and RESTful architectures. With the increasing sophistication of cyber threats targeting financial institutions, traditional security methods often fall short in providing comprehensive protection. This review outlines how AI and microservices can be integrated to secure sensitive financial data and improve fraud detection. The framework employs AI-driven models for real-time anomaly detection, enabling systems to quickly identify suspicious activities and predict fraud patterns before they escalate. Microservices architecture, built using technologies such as Java Spring Boot, enables scalability, flexibility, and enhanced communication between modular components through secure RESTful APIs. Angular is utilized for building secure user interfaces, ensuring data protection across front-end applications. Additionally, the integration of security testing platforms such as SonarQube and Blackduck plays a critical role in continuously monitoring and inspecting code for vulnerabilities, ensuring that any flaws in the system are promptly addressed. This comprehensive approach not only safeguards financial institutions from potential fraud but also strengthens the U.S. financial infrastructure, contributing to the nation’s defense against cyber threats. By leveraging cutting-edge technologies and best practices, this framework offers a scalable, secure, and adaptive solution for the evolving challenges in cybersecurity and fraud prevention within the financial sector. The proposed framework enhances operational efficiency while mitigating risks, making it a valuable addition to modern cybersecurity strategies 
Keywords: Cybersecurity Framework, Fraud Detection, Financial Systems, Microservices, Artificial intelligence.",2025,,,,,
screen-067,Zero Trust Security in Multi-Tenant Cloud Environments,"As more organizations move to use the multi-tenant cloud infrastructure, the perimeter-based security model is insufficient for the concept of zero-trust security states. Thatently, curing this complex environment, It has “never trust, always verify”. Completely contradicting the conventional models, Zero Trust continually promotes authentication and validation of every access request (inside or outside the network perimeter). As they try to understand how to protect the isolation of tenants, stop alteration movements, and support identity cross services, the paper investigates the challenges and parts of zero trust taking effect in the multi-tenant cloud. Everything must always be authenticated, no matter the connection status, to ensure the user (only the user) has permission to do all the things they need. Further, it shows that Artificial Intelligence (AI) and Machine Learning (ML) technologies can highly enhance the detection of threats and adaptive access control. It shall see an exhibited case study of a SaaS provider going from providing limited risk mitigation against these risks, such as credential stuffing, API abuse, and insider data leakage, to Zero Trust security. This paper discusses decentralized identity (DID), post-quantum cryptography, blockchain as immutable audit trails, and AI-led autonomous zero trust systems as some of the future emerging trends. As the world reaches the multi-tenant cloud architecture, they are ready to enhance cloud security further.",2025,,,,,
screen-068,Advancing Zero Trust Security in Industrial IoT (IIoT): A Machine Learning Perspective,"The Industrial Internet of Things (IIoT) transforms modern industries by enabling intelligent automation, predictive maintenance, and real-time analytics. However, increased connectivity introduces significant cybersecurity risks, making traditional perimeter-based security models insufficient. This paper examines the adoption of Zero Trust Architecture (ZTA) in IIoT environments, with a focus on integrating machine learning (ML) for adaptive security mechanisms. The study examines identity and access management (IAM), microsegmentation, and anomaly detection in IIoT networks, addressing the unique constraints of industrial environments. Furthermore, an ML-enhanced Trust Algorithm (TA) is proposed to evaluate security risks and dynamically automate access control decisions. By integrating Zero Trust principles with intelligent security mechanisms, this research contributes to the development of resilient IIoT architectures that can effectively mitigate evolving cyber threats.",2025,,,,,
screen-069,AI-Enabled Zero-Trust Security Architecture at Network Edge,"Enterprise network security has rapidly transitioned from customary castle-and-moat architectures to Zero-Trust network security architectures that focus on identity-based security controls for distributed computing environments. In particular, the emergence of Internet of Things (IoT) devices and cloud computing, together with the associated threat landscape, render customary castle-and-moat security architectures as well as trusted networks and trusted devices obsolete. As a result, constant authentication and authorization of each access request based on a wide-ranging context are required instead. Edge computing infrastructure can implement Zero Trust using distributed policy enforcement points with low-latency response and control. Artificial intelligence-based deep learning architectures, such as recurrent neural networks and transformer architectures, can autonomously detect threats at the edge by monitoring and analyzing network and device behavior during system operation in real-time. API-based security orchestration solutions allow security policies to be dynamically updated in response to incidents in the underlying network infrastructure, resulting in incident response time frames in the sub-second range. Advanced Persistent Threats targeting SCADA and ICS systems require alternative approaches such as game-theoretic modeling combined with physical system monitoring. When combined with Zero-Trust principles deployed at the network edge, ML can enable a distributed, ultra-low latency security fabric that is able to detect advanced and evasive attacks and that is suited to latency-sensitive applications. Physical system detection algorithms were shown to be effective against integrity attacks on IACS with low false positives. Protocol-specific intrusion detection systems using deterministic finite automaton approaches can achieve perfect traffic modeling and detect anomalies in the field. The security of the modern distributed enterprise against new-age cyber threats has been established by the convergence of Zero-Trust architecture, edge computing, artificial intelligence, and automated security orchestration.",2026,,,,,
screen-070,Trends and Challenges in AI-Driven Microservices for Cloud-Based Airline Reservation Systems: A Review,"The rapid advances in Artificial Intelligence (AI), microservices architecture, and cloud computing highly impact airlines in optimizing reservation systems. This review paper attempts to analyze the ongoing trend, challenges, and future opportunities of AI-enabled microservices toward cloud-based airline reservation systems. AI with machine learning and deep learning supports dynamic pricing, personalized services, and better demand forecasting, transforming booking, pricing, and customer experience. While microservices architecture offers scalability and flexibility, in conjunction with cloud computing, it optimizes airline demands and system performance. At the same time, challenges such as data privacy and security, scalability, interoperability, and costs are still present with adopting cloud-based microservices. Case studies are provided in this paper, as well as a thorough exposition of future directions of AI in airline reservation systems, such as the application of emerging AI techniques like reinforcement learning, evolution toward micro service architecture, and the influence of new cloud computing models such as edge and hybrid clouds. In addition, the work points out research gaps in areas such as real-time predictive analytics and security measures. Findings indicate a transforming potential of service on airline reservation systems for AI-facilitated micro services and cloud computing and provide possible suggestions for overcoming the current challenges to harness great efficiency from them.",2025,,,,,
screen-071,EIDS: A Cloud Intrusion Detection System with High Performance and Maintainability,"Intrusion Detection Systems (IDSes) are widely employed to identify potential attacks in guest virtual machines (VMs). Nonetheless, traditional IDSes fall short of the demands of high-performance clouds. First, monitoring VM events increases the tail latency of guest services. Second, the throughput of traditional IDSes cannot meet high-performance cloud requirements, leading to event loss and reduced detection accuracy. Finally, cloud providers typically run complex IDS tools within the VM. Updating IDS functionality requires modifying guest VMs, which hurts maintainability. To overcome these challenges, this article presents EIDS, a cloud IDS framework with high performance and good maintainability. We observe that the main bottleneck is collecting VM status, and the collected status can be divided into fundamental and supplementary status. EIDS then splits the status collection procedure spatially and temporally. First, we provide a status monitor with a separate architecture that isolates the status collection logic in a microVM, thus minimizing the code in guest VMs and improving maintainability. Second, EIDS introduces a two-phase status collection method to handle multiple events in batches, asynchronously, for high IDS throughput. A tiny tracer, implemented with eBPF, operates inside the user VM to collect fundamental status. The complex status collector runs in an isolated microVM. It utilizes Virtual Machine Introspection (VMI) to gather supplementary status, using the fundamental status to bridge the semantic gap. The status collector batches the collection for multiple events to amortize the fixed overhead of microVM switching and improve event tracing throughput. Finally, to minimize tail latency overhead, a fine-grained and workload-aware scheduler executes IDS logic with small time slices during user VM idle periods. We implemented a prototype of EIDS in Linux-KVM and conducted a comprehensive evaluation. We compared EIDS’s performance with Falco, an open-source IDS widely used by Kubernetes and AWS for runtime security monitoring. The results demonstrate that, compared to Falco, EIDS reduces the 99th-percentile latency overhead by 97% and achieves a 13.8X improvement in IDS event handling throughput.",2026,,,,,
screen-072,Anomaly-based Intrusion Detection for Zephyr-based Resource-Constrained Devices in IoMT Networks,"The integration of the Internet of Things into the healthcare sector has resulted in the emergence of the Internet of Medical Things (IoMT) technology. However, IoMT networks remain susceptible to various types of threats due to their heterogeneity and resource-constrained characteristics. Therefore, novel security solutions, such as efficient and accurate Anomaly-based Intrusion Detection Systems (AIDSs), considering the inherent limitations of IoMT networks are required to be developed, before IoMT networks realize their full potential in the market. In our previous work, we focused on developing an AIDS for protecting Linux-based IoMT devices. In this paper, we extend our previous work by presenting the first AIDS specifically designed for resource-constrained IoMT devices using the popular Zephyr RTOS. The implementation details of the proposed AIDS are described, and the runtime performance of the implemented MDA component of the AIDS is evaluated using an nRF52840 Development Kit (DK). The runtime performance evaluation showed a minimized resource consumption (i.e., less than 1% CPU and RAM usage, approximately 1% ROM usage).",2025,,,,,
screen-073,Automatic Detection of Security Deficiencies and Refactoring Advises for Microservices,"The microservice architecture enables organizations to shorten development cycles and deliver cloud-native applications rapidly. However, it also brings security concerns that need to be addressed by developers. Therefore, security testing in microservices becomes even more critical. Recent research papers indicate that security testing of microservices is often neglected for reasons such as lack of time, lack of experience in the security domain, and absence of automated test environments. Even though several security scanning tools exist to detect container, containerized workload management (Kubernetes), and network issues, none individually is sufficient to cover all security problems in microservices. Using multiple scanning tools increases the complexity of analyzing findings and mitigating security vulnerabilities. This paper presents a fully automated test tool suite that can help developers address security issues in microservices and resolve them. It targets to reduce time and effort in security activities by encapsulating open-source scanning tools into one suite and providing improved feedback. The developed security scanning suite is named Pomegranate. To develop Pomegranate, we employed Design Science and conducted our investigation in Ericsson. We have evaluated our tool using a static approach. The evaluation results indicate that the Pomegranate could be helpful to developers by providing simplified and classified outputs for security vulnerabilities in microservices. More than half of the practitioners who give us feedback found Pomegranate helpful in detecting and mitigating security problems in microservices. We conclude that a fully automated test tool suite can help developers to address most security issues in microservices. Based on the findings in this paper, the direction for future work is to conduct a dynamic validation of Pomegranate in a live project.",2023,,,,,
screen-074,Machine Learning-Driven Intrusion Detection with Forensic Readiness in Cloud-Native IoT Environments,"Cloud-native Internet of Things (IoT) environments combine connected devices, edge gateways, containerized services, Kubernetes orchestration, microservices, and cloud infrastructure. Although this architecture improves scalability and automation, it also expands the attack surface and complicates forensic investigation. Conventional intrusion detection systems often focus on detection accuracy but provide limited support for evidence preservation, chain-of-custody management, and incident timeline reconstruction. This study proposes and evaluates a machine learning-driven intrusion detection framework with forensic readiness for cloud-native IoT environments. The CICIoT2023 dataset was used to evaluate Logistic Regression, Decision Tree, Random Forest, XGBoost, and Autoencoder models under binary and multi-class classification settings using an 80: 20 train-test split and 5-fold cross-validation. Experimental results show that XGBoost achieved the best performance. In binary classification, it obtained 99.34% accuracy, 99.35% precision, 99.34% recall, 99.34% F1-score, and 99.89% ROC-AUC. In multi-class classification, it achieved 97.69% accuracy, 96.12% macro precision, 95.07% macro recall, 95.54% macro F1-score, and 97.65% weighted F1-score. The forensic readiness evaluation showed 96.15% Evidence Completeness Ratio, 100.00% Chain-of-Custody Completeness, 100.00% Evidence Integrity Score, 0.84-second average preservation latency, 98.72% Alert-to-Evidence Mapping Rate, 94.60% Timeline Reconstruction Success Rate, and 96.89% Investigation Readiness Index. The findings demonstrate that the proposed framework supports accurate intrusion detection and investigation-ready evidence preservation for cloud-native IoT security.",2026,,,,,
screen-075,Zero Trust Security Architecture,"The implementation and benefits of Zero Trust (ZT) architectures across various domains. The shift from traditional perimeter-based security models to ZT models, which advocate for continuous verification and stringent access controls. Diverse applications, including enterprise networks, Defense Department networks, healthcare, semiconductor supply chains, containerized environments, and more. Key elements of ZT, such as identity verification, risk-based access controls, and encryption, are looking to move towards zero trust architecture. Additionally, frameworks for migration, and innovative solutions such as quantum fingerprinting, secure protocols for chip-to-chip communications, and hybrid safety and security risk assessments. The practical implementation of ZT is discussed, considering factors like the COVID-19-induced rise in remote work and the unique requirements of specific sectors like healthcare and industrial IoT.",2024,,,,,
screen-076,ZERO TRUST SECURITY MODEL FOR ENTERPRISE NETWORKS,"


Zero Trust (ZT) is security model and follow the concept of ânever trust, always verifyâ. ZT require to strict identity verification for devise and clients trying to access recourses on private networks regardless of whether they are sitting within or outside the networks. As opposed to perimeter-based architecture, which makes the assumption that all internal network parties are trusted and all external network parties are untrusted. In enterprise network the internal network parties is automatically seen as trusted entities granting them access to network resources. The insider threat actor has been successful in exploiting their access. So that, enterprise networks become more exposed to inside and outside threads. As a result, we need to add the zero-trust principle to the enterprise network to protect it from the inside. In this paper, the ZT model, is assumed inside the militarized zone. There may be a threat to theÂ sensitive data. Any internal company network users cannot manipulation on his computer without permission from the administrator this is done by the groupÂ policies that have been implemented in ZT. This model has been shown to be quite effective in protecting the sensitive data against unauthorized access and also the manipulation by the insider user. Following that, an attack originating from inside ofÂ the network was launched against the enterprise and zero trust network. In the enterprise network, the network was effectively attacked, and the attack’s validity was also increased to fully penetrate the enterprise. The attack did not succeed in the zero-trust network because the attacker cannot pass the User Account Control (UAC) to gain the NT authority. 


",2023,,,,,
screen-077,K8sidecar: A Modular Kubernetes Chain of Sidecar Proxies for Microservices and Serverless Architectures,"Modern microservice architectures demand not only modularity, scalability, and maintainability but also adaptation to dynamic requirements. For applications deployed on Kubernetes, sidecar proxies have been used to separate the operational features (such as security, networking, or monitoring) from the application business logic by intercepting traffic to and from microservices or functions in serverless platforms. Existing proxy sidecar implementations such as Envoy offer these operational features as chains of logic that cannot be composed at deployment time.",2025,,,,,
screen-078,A Machine Learning-Based Zero Trust Security Framework for Predicting Cyberattacks on Examination Results,"Strong security measures must be developed to safeguard sensitive data, due to the increasing sophistication of cyberattacks targeting educational institutions. To anticipate and mitigate cyberattacks on systems handling examination results, this study proposes a zero trust security framework enhanced with machine learning approaches using the principle of “never trust, always verify,”. The zero trust model makes sure that every access request is thoroughly verified and approved before allowing access to resources. By incorporating machine learning algorithms into this framework, network traffic, user behavior, and access patterns can be continuously monitored and analyzed to detect and address possible threats instantly. The methodology adopted describes creating a zero trust security architecture based on machine learning to forecast cyberattacks on examination result outcomes. To assess the effectiveness of the suggested approach, extensive tests were carried out utilizing a dataset that includes historical cyberattack records and simulated attack scenarios. Response time, false positive rate, and detection accuracy are important evaluation measures that were engaged. Nonetheless, the findings show that the zero trust security framework, which is based on machine learning, greatly improves the detection and avoidance of assaults on systems that handle test results. Proactive threat management is made possible by the framework's predictive capabilities, which also guarantees the security and integrity of examination data while lowering the possibility of successful intrusions. By offering a flexible method for protecting educational information systems from cyberthreats, this research advances the subject of cybersecurity.",2025,,,,,
screen-079,"Access Microservices with Zero-Knowledge, Path Certainty and Distributed Traceability","The widespread adoption of Microservices Architecture (MSA) across industries has amplified trust, privacy, and security challenges. Due to its distributed nature, the growth in data-sharing rate among microservices increases privacy concerns. These are implicit privacy risks that users are unaware of, and they rarely realize when or how their private data has been exposed. For instance, fitness trackers can leak location data via third-party app installation, while photo-sharing apps may expose it through weak APIs. Existing distributed tracing technologies provide runtime monitoring, security solutions that rely on them are retrospective. The massive trace data with excessively redundant traces further complicates real-time threat detection, especially when data can travel beyond the intended destination. Our lightweight, preplanned path traversal platform ensures authentication without exposing private data, monitors service paths, and decentralizes trust. We demonstrate experimentally that the platform enhances privacy protection and guarantees absolute path certainty. Load testing on a microservices-based system with 750 simultaneous users achieved (100 %) accuracy in blocking unauthorized path deviation. Our theoretical analysis confirms robust protection, precise path planning, and effective monitoring-delivering privacy, security, and data integrity.",2025,,,,,
screen-080,Securing .Net Microservices Through Conditional Access and Zero Trust Principles using Azure AD and OAUTH2,"The increasing adoption of distributed microservices in enterprise applications has amplified the need for robust, identity-centric security frameworks. This thesis presents a policy-driven Zero Trust architecture for securing .NET-based microservices using Azure Active Directory (Azure AD), OAuth 2.0, and Conditional Access. The proposed approach leverages Microsoft Entra ID for centralized identity governance and employs Conditional Access policies to enforce real-time, risk-based access decisions. Fine-grained authorization is achieved through integration with OAuth 2.0 token scopes and claims, ensuring contextual access based on user identity, device compliance, location, and session risk signals.
The framework is implemented within a cloud-native .NET Core microservices environment, utilizing Azure API Management for secure exposure and traffic mediation. Telemetry from Microsoft Defender for Cloud and Azure Monitor is integrated to dynamically adapt authorization rules, aligning access decisions with real-time threat intelligence. The system is validated through a series of controlled simulations, demonstrating its effectiveness in minimizing unauthorized access, preventing lateral movement, and reducing the attack surface. This research provides a practical and scalable methodology for implementing Zero Trust principles across modern .NET applications using Microsoft’s identity and cloud security ecosystem..",2023,,,,,
screen-081,Zero-Trust Security Concept and Its Implementation in Cloud-Edge Environment,"Objective: This study aims to explore high-tech companies' understanding and perceptions of the Zero-Trust Security (ZTS) concept, identify the main challenges of its implementation in cloud–edge architectures, and analyze the security strategies used to effectively implement Zero-Trust in distributed environments.
Research Design & Methods: This study uses a qualitative approach through the Systematic Literature Review (SLR) method on 25 scientific articles obtained from Scopus (18 articles), Google Scholar (7 articles), and additional sources through SciSpace. The analysis process was carried out through identification, screening, and thematic content analysis to map the concepts, challenges, and implementation strategies of Zero-Trust in cloud–edge.
Findings: The results of the study show that Zero-Trust is understood as an identity-based security framework that emphasizes continuous verification, least privilege, and micro-segmentation. Key challenges include edge device heterogeneity, resource constraints, cross-platform policy orchestration, organizational readiness, and the inconsistency of distributed identity standards. Several effective strategies were identified, including adaptive authentication, identity-first architecture, AI-driven anomaly detection, blockchain integration, and policy-as-code for managing cloud–edge policies.
Implications & Recommendations: Implementing Zero-Trust in a cloud-edge environment requires a phased approach that prioritizes identity management, automated policy orchestration, and security control integration tailored to the limitations of edge devices. Organizations are advised to strengthen their technical competencies, improve system interoperability, and adopt a telemetry-based security model.
Contribution & Value Added: This research contributes to the latest conceptual synthesis regarding the implementation of Zero-Trust in cloud-edge architecture and fills the research gap related to the challenges and strategies of its application. The analytical framework can be used by practitioners, researchers, and policymakers in designing adaptive and sustainable Zero-Trust architectures.",2025,,,,,
screen-082,Authentication Challenges and Solutions in Microservice Architectures,"In this paper, we examine the relevant vulnerabilities and security controls for ensuring the security of applications built on microservice architectures. Zero Trust security principles are used to conceptualize and implement a secure ecosystem using Spring Boot security components and Docker infrastructure. Relevant security controls are analyzed and a proof of concept was created. The combination of security controls in the Docker environment, the deployment of these controls, and the analysis of their impact will also be the focus of this paper.",2025,,,,,
screen-083,Intrusion Detection and Tolerance for Microservice Applications,"Security is of paramount importance in the development of computer systems within our increasingly interconnected and computational world. This paper addresses the security challenges posed by microservices, a popular technology for developing computer systems. Microservices offer numerous advantages but also introduce new security concerns, given their greater attack surface and complex network activity. To address these challenges, the research explores the potential of Machine Learning (ML) techniques for intrusion detection and intrusion tolerance in microservice architectures. The main objective is to propose more effective approaches to secure microservice architectures using ML techniques for intrusion detection and intrusion tolerance. The research evaluates how ML techniques, particularly anomaly detection, can be tailored to detect intrusions in microservices-based systems and minimize false alarms. The contributions of this Ph.D. work include proposing ML-based intrusion detection approaches, providing design guidelines for intrusion detection systems, devising pre and post-processing techniques for efficiency, and researching intrusion tolerance solutions to overcome microservice challenges.",2023,,,,,
screen-084,Mobile App for Direct Market Access for Farmers,"AgroMart aims to close the gap between farmers and buyers by offering direct market access, removing middlemen, and offering real-time price transparency. The platform utilizes cutting-edge technologies, such as React Native for the front end, Node.js and Express.js for the back end, and MongoDB for the database. The platform's major features are real-time price data from government APIs, product listings, WhatsApp-enabled direct communication between buyers and sellers, and JWT-based secure authentication. The platform also offers digital payment gateways and recommends supporting AI-based crop identification and sentiment analysis in future releases. AgroMart offers a transparent and scalable Agri-commerce ecosystem, improves the buying experience for buyers, and empowers farmers with greater pricing control.


Key Words: Real-time pricing, JWT authentication, Agri tech platform, mobile marketplace, AI in farming, digital agriculture, and direct trade.",2025,,,,,
screen-085,Techniques and Tools for Runtime Security Monitoring and Analysis of Microservices,"Microservice architectures are highly scalable, flexible, and manageable applications. However, their distributed nature and high service granularity increase the challenge of monitoring and identifying attacks. Protecting microservice applications and developing security solutions capable of dealing with unique microservice characteristics is essential. This Ph.D. work aims to develop innovative solutions for enhancing the security of microservice applications at runtime. Through extensive research, the project will explore techniques for monitoring and detecting potential attacks in microservice scenarios at application-layer, considering the existing challenges. Thus, when a possible attack is detected, adaptation actions can be triggered to mitigate the threats improving application security.",2023,,,,,
screen-086,Energy-Efficient Microservices Architecture for Large-Scale E-Commerce Platforms,"The more significant the e-commerce websites are and the greater the number of users and transactions each day, the greater the energy demand, both economically and environmentally. The architecture for energy efficiency without compromising performance or scalability is proposed in this paper as an AI-powered hybrid edge-cloud microservices system. The infrastructure intelligently distributes workloads across edge and cloud nodes using AI to identify traffic trends, dynamically assign resources, and run energy efficiently. The design principles are energy-aware microservices, resource scalability, and real-time energy monitoring. The solution saves on overhead using lightweight containerization and allows for elasticity to change. Testing on the ground has proven the architecture to save energy consumption at high-demand times such as Black Friday or latency-sensitive tasks such as personalized retail offers. Implementation issues, scaling of edge nodes, data security are discussed, and more generally, the consequences for viable e-commerce. It builds the basis for greener IT infrastructures and catalyzes innovation toward a sustainable digital future.",2025,,,,,
screen-087,Doing more with less? A Study on Models for Intrusion Detection in Microservices,"Microservice-based systems are becoming very frequent in many systems, even in business-critical ones. It is only logical that attackers pay more attention to microservices security and attempt to compromise it to achieve their goals. Intrusion detection has been used to increase the security level of these systems but faces significant challenges: namely, effectively processing all the information produced by the services and keeping up with constant modifications and releases. Microservice environments are extremely dynamic, changing by the day or even faster. Although anomaly-based approaches can detect zero-days they require a clear definition of the microservice behavior, which may be cumbersome to obtain without a clear notion of a service’s core behavior. In this paper, we propose three techniques that allow to obtain the core behavior of a microservice into intrusion detection models. The techniques capture a stable model of a microservice core and can be applied across service releases. The models created are evaluated using datasets generated in a representative system with known vulnerabilities through an attack injection methodology with a diverse set of representative attacks. The results show that obtaining the core of a service helps with reusing detection models across several releases, despite some limitations.",2024,,,,,
screen-088,Zero-trust Security Models for Multi-cloud Environments,"To address the increasing difficulties that businesses encounter as they move away from conventional
perimeter-based security models, this article looks at the deployment and administration of zero-trust
security architectures in multi-cloud settings. Strong security standards are essential as more and more
companies use different cloud platforms to take advantage of various services and preserve operational
flexibility. The article includes case studies from the financial services and healthcare industries,
examines the basic ideas of zero-trust architecture, and evaluates the security issues today in multi-cloud
environments. It also offers thorough insights into effective zero-trust implementation strategies and best
practices for preserving security across distributed cloud environments by closely examining cutting-edge
technologies, such as AI integration and quantum-safe security measures, as well as persistent
performance optimization and policy standardization difficulties.",2024,,,,,
screen-089,Optimizing IoT intrusion detection system: feature selection versus feature extraction in machine learning,"Internet of Things (IoT) devices are widely used but also vulnerable to cyberattacks that can cause security issues. To protect against this, machine learning approaches have been developed for network intrusion detection in IoT. These often use feature reduction techniques like feature selection or extraction before feeding data to models. This helps make detection efficient for real-time needs. This paper thoroughly compares feature extraction and selection for IoT network intrusion detection in machine learning-based attack classification framework. It looks at performance metrics like accuracy, f1-score, and runtime, etc. on the heterogenous IoT dataset named Network TON-IoT using binary and multiclass classification. Overall, feature extraction gives better detection performance than feature selection as the number of features is small. Moreover, extraction shows less feature reduction compared with that of selection, and is less sensitive to changes in the number of features. However, feature selection achieves less model training and inference time compared with its counterpart. Also, more space to improve the accuracy for selection than extraction when the number of features changes. This holds for both binary and multiclass classification. The study provides guidelines for selecting appropriate intrusion detection methods for particular scenarios. Before, the TON-IoT heterogeneous IoT dataset comparison and recommendations were overlooked. Overall, the research presents a thorough comparison of feature reduction techniques for machine learning-driven intrusion detection in IoT networks.",2024,,,,,
screen-090,Evaluating The Role of Fuzzy Logic in Enhancing Zero-Trust Security Models in Cloud Environments,"This paper evaluates the integration of fuzzy logic into Zero-Trust security models to address the unique
security challenges posed by cloud environments. While traditional Zero-Trust models provide robust
mechanisms like secure access, continuous monitoring, and policy enforcement, they often struggle
with issues such as dynamic IPs, distributed applications, and inconsistent policy enforcement across
hybrid cloud infrastructures. By incorporating fuzzy logic, which is adept at handling uncertainty and
imprecise data, we propose an enhanced Zero-Trust model that improves authentication times, reduces
false positives and negatives, and accelerates response times to threats. Experimental results show a
significant reduction in system overhead, improved anomaly detection rates, higher policy enforcement
success, and increased user satisfaction, indicating that fuzzy logic offers a more adaptive, efficient, and
secure solution for cloud-based Zero-Trust architectures.",2025,,,,,
screen-091,Design and Development of scalable Database Ingestion of Ministry of Statastics And Programme Implementation (MoSPI) microdata using RESTFul API User-Interface for Database access controls and visualization,"The Ministry of Statistics and Programme Implementation (MoSPI) has large datasets from surveys, which are very important for research and policy formulation, but the current system for accessing the data requires downloading the entire dataset, which consumes a lot of resources and is inefficient since there is no visualization support. This research presents a secure MoSPI Data Gateway system using API technology that enables users to run SQL queries and obtain filtered results in CSV or JSON format. The system, developed using FastAPI, MySQL, and React.js, incorporates JWT authentication, Role-Based Access Control (RBAC), and privacy protection mechanisms like k-anonymity. The system also provides interactive visualizations for tables and charts, which help users easily interpret trends without the need for additional software.",2026,,,,,
screen-092,Microservices Security Challenges and Approaches,"The fast-paced development cycles of microservices applications increase the probability of insufficient security tests in the development pipelines and consequent deployment of vulnerable microservices. The distribution and ephemeral of microservices create a discoverability challenge for traditional security assessment techniques, especially for microservices being dynamically launched and de-registered. To address this in applications and networks, continuous security assessments are used for vulnerability detection. Detected vulnerabilities are thereafter patched, essentially reducing the chances for security attacks. This paper illustrates the microservices architecture and its components from the security perspective. It investigates, summarizes, and highlights the microservices security-related challenges and the suggested approaches and proposals for facing them. It addresses the security impact on the different mi-croservice architectural perspectives.",2022,,,,,
screen-093,Systematic Review of Identity-Centric Security in Cloud-Native CI/CD Pipelines,"As cloud-native CI/CD pipelines automate software delivery at scale, identity-centric security has become a critical concern. This paper reports a systematic literature review of 59 peer-reviewed studies that examine authentication and authorisation (AuthN/AuthZ) in CI/CD workflows. We synthesise key vulnerability classes, including token theft, privilege escalation, session hijacking, supply-chain abuse, and misaligned microservice identities. We then introduce a CI/CD-specific vulnerability taxonomy and systematically map established mechanisms such as OAuth 2.0, Kerberos, SAML, mTLS, RBAC/ABAC, XACML, API gateways, and MFA to the attack vectors they mitigate across the pipeline. Finally, we analyse emerging trends, including Zero-Trust Architecture, decentralised identity, service-mesh-based access control, and cryptographically anchored identity models that use blockchain and self-sovereign identity. The review exposes persistent gaps in configuration, observability, and runtime enforcement, as well as organisational barriers to adopting stronger identity controls. Our findings provide a structured foundation for designing trustworthy, identity-centric DevSecOps practices and highlight concrete research directions for securing access in cloud-native CI/CD environments.",2025,,,,,
